Kod,GlasNo,SiO2,B2O3,Al2O3,MgO,CaO,Na2O,K2O,E,density,Tg
42647,493841,72.75,0.0,1.18,4.76,8.2,13.07,0.0,73.2,2.46,551.0
42647,493842,72.32,0.0,1.16,6.59,6.13,13.77,0.0,72.8,2.45,556.0
42647,493843,72.6,0.0,1.22,8.89,4.12,13.13,0.0,71.4,2.44,558.0
42647,493844,72.13,0.0,1.26,11.01,2.03,13.53,0.0,70.7,2.43,561.0
42663,496622,70.0,0.0,2.5,12.3,1.4,13.2,0.6,72.0,2.44,572.0
42663,496623,70.0,0.0,2.5,10.9,2.8,13.2,0.6,73.0,2.45,567.0
42663,496624,67.5,0.0,2.5,13.5,1.5,14.4,0.6,73.0,2.47,567.0
42663,496625,67.5,0.0,2.5,12.0,3.0,14.4,0.6,73.0,2.47,562.0
42663,496626,70.0,0.0,2.5,11.8,1.4,13.7,0.6,72.0,2.44,570.0
42663,496627,70.0,0.0,2.5,12.8,1.4,12.7,0.6,73.0,2.44,587.0
42663,496628,67.5,0.0,2.5,13.0,1.5,14.9,0.6,72.0,2.46,560.0
42663,496629,67.5,0.0,2.5,14.0,1.5,13.9,0.6,73.0,2.46,575.0
42663,496630,70.0,0.0,2.5,9.6,4.1,13.2,0.6,74.0,2.47,569.0
42663,496631,70.0,0.0,2.5,8.2,5.5,13.2,0.6,74.0,2.47,565.0
42663,496632,67.5,0.0,2.5,10.5,4.5,14.4,0.6,74.0,2.48,558.0
42663,496633,67.5,0.0,2.5,9.0,6.0,14.4,0.6,74.0,2.49,556.0
42663,496634,68.0,0.0,2.5,11.0,3.7,14.2,0.6,73.0,2.48,566.0
42663,496635,67.5,0.0,2.5,11.2,3.8,14.4,0.6,74.0,2.48,563.0
42663,496636,68.5,0.0,2.5,10.1,4.4,13.9,0.6,74.0,2.48,566.0
42663,496637,68.0,0.0,2.5,10.3,4.4,14.2,0.6,74.0,2.48,562.0
42663,496638,69.64,0.0,2.51,8.22,5.61,13.43,0.6,74.0,2.48,567.0
42663,496639,69.0,0.0,2.5,8.5,5.7,13.7,0.6,74.0,2.48,565.0
42663,496640,70.8,0.0,1.0,5.9,8.5,13.2,0.6,74.0,2.49,558.0
42663,496641,65.0,0.0,2.5,8.1,8.1,16.3,0.0,75.0,2.53,551.0
42663,496642,69.93,0.0,2.5,8.29,8.29,10.99,0.0,76.0,2.49,594.0
42663,496643,70.0,0.0,5.0,9.0,1.0,15.0,0.0,71.0,2.43,580.0
42663,496644,72.5,0.0,2.5,10.0,2.5,11.9,0.6,79.0,2.43,581.0
42663,496645,72.5,0.0,2.5,11.2,1.3,11.9,0.6,73.0,2.42,586.0
42663,496646,70.0,0.0,2.5,12.3,1.4,12.6,1.2,73.0,2.44,572.0
42663,496647,70.0,0.0,5.0,5.0,5.0,15.0,0.0,73.0,2.46,567.0
42663,496648,70.0,0.0,5.0,7.5,7.5,10.0,0.0,77.0,2.47,622.0
42663,496649,70.0,0.0,5.0,13.5,1.5,10.0,0.0,77.0,2.44,639.0
42663,496651,70.0,0.0,2.5,16.5,0.0,11.0,0.0,75.0,2.43,632.0
42663,496652,65.0,0.0,5.0,18.0,0.0,12.0,0.0,77.0,2.47,636.0
42663,496653,70.0,0.0,2.5,5.5,5.5,16.5,0.0,72.0,2.47,542.0
42663,496654,70.0,0.0,0.0,6.0,6.0,18.0,0.0,71.0,2.49,519.0
42663,496655,70.0,0.0,2.5,6.9,6.9,13.7,0.0,74.0,2.48,569.0
42663,496656,65.0,0.0,0.0,7.0,7.0,21.0,0.0,72.0,2.53,511.0
42663,496657,70.0,0.0,0.0,7.5,7.5,15.0,0.0,73.0,2.5,546.0
42663,496659,70.0,0.0,0.0,9.0,9.0,12.0,0.0,76.0,2.5,570.0
42663,496660,65.0,0.0,0.0,10.5,10.5,14.0,0.0,74.0,2.5,551.0
42663,496662,70.0,0.0,0.0,10.8,1.2,18.0,0.0,68.0,2.45,517.0
42663,496663,70.0,0.0,2.5,11.0,0.0,16.5,0.0,69.0,2.43,554.0
42663,496664,70.0,0.0,0.0,12.0,0.0,18.0,0.0,67.0,2.44,517.0
42663,496665,65.0,0.0,0.0,14.0,0.0,21.0,0.0,68.0,2.48,507.0
42663,496666,70.0,0.0,0.0,15.0,0.0,15.0,0.0,70.0,2.44,559.0
42663,496667,70.0,0.0,0.0,16.2,1.8,12.0,0.0,74.0,2.45,583.0
42663,496668,70.0,0.0,0.0,18.0,0.0,12.0,0.0,73.0,2.44,596.0
42663,496669,65.0,0.0,0.0,21.0,0.0,14.0,0.0,75.0,2.49,583.0
42675,497087,82.5,10.68,1.82,0.0,0.0,5.0,0.0,64.0,2.2,525.0
42824,498004,50.0,0.0,0.0,0.0,33.33,16.67,0.0,84.8,2.76,590.0
42824,498005,50.0,0.0,0.0,0.0,25.0,25.0,0.0,80.1,2.7,540.0
42824,498006,50.0,0.0,0.0,0.0,16.67,33.33,0.0,74.1,2.65,460.0
43002,499121,61.0,0.0,11.0,15.5,0.0,10.5,0.0,83.0,2.54,680.0
43002,499122,60.0,0.0,11.0,16.0,0.0,11.0,0.0,83.0,2.54,678.0
43002,499133,63.0,0.0,10.0,17.0,2.0,6.0,0.0,86.4,2.56,700.0
43021,499439,68.0,18.0,10.0,2.0,1.0,0.0,0.0,76.0,2.26,694.0
43021,499447,83.0,11.6,1.4,0.0,0.0,4.0,0.0,64.0,2.23,560.0
43534,531477,63.4,0.0,5.0,7.9,4.0,9.4,8.9,75.0,2.53,577.0
43534,531480,73.0,0.0,7.0,6.0,0.0,14.0,0.0,71.0,2.41,617.0
43534,531481,72.0,0.0,6.0,10.0,0.0,12.0,0.0,73.0,2.41,647.0
43534,531482,72.0,0.0,7.0,10.0,0.0,11.0,0.0,73.0,2.41,674.0
43534,531483,71.37,0.0,2.0,10.41,0.3,10.81,4.6,73.0,2.44,547.0
43534,531484,73.0,0.0,7.0,5.5,0.0,14.0,0.0,73.0,2.42,625.0
43534,531485,72.5,0.0,6.2,8.5,0.0,12.8,0.0,70.0,2.41,527.0
43534,531486,64.27,0.0,7.98,10.48,0.1,12.48,3.99,74.0,2.48,604.0
43534,531487,70.6,0.0,1.0,6.2,9.2,12.4,0.6,73.0,2.5,550.0
43534,531488,78.52,0.0,2.0,4.0,1.0,13.39,1.1,69.0,2.44,515.0
43535,531498,65.0,0.0,5.0,0.0,5.0,5.0,20.0,65.0,2.5,531.0
43535,531515,71.1,0.0,1.1,6.9,8.3,12.4,0.2,72.0,2.49,550.0
43537,531535,82.5,10.68,1.82,0.0,0.0,5.0,0.0,64.0,2.2,525.0
43555,602953,75.0,0.0,0.0,0.0,0.0,25.0,0.0,60.0,2.61,500.0
43555,602954,72.0,0.0,3.0,0.0,0.0,25.0,0.0,62.0,2.35,516.0
43555,602955,70.0,0.0,5.0,0.0,0.0,25.0,0.0,64.0,2.4,520.0
43555,602956,68.0,0.0,7.0,0.0,0.0,25.0,0.0,66.0,2.39,531.0
43555,602957,65.0,0.0,10.0,0.0,0.0,25.0,0.0,68.0,2.41,558.0
43555,602958,60.0,0.0,15.0,0.0,0.0,25.0,0.0,70.0,2.5,595.0
43719,604083,62.87,7.39,13.97,0.1,0.1,14.97,0.6,64.0,2.38,628.0
43719,604084,70.0,0.0,9.0,7.0,0.0,14.0,0.0,72.0,2.42,649.0
43719,604085,66.0,0.0,11.0,8.0,0.0,15.0,0.0,76.0,2.45,662.0
43719,604086,64.0,0.0,12.0,8.0,0.0,16.0,0.0,77.0,2.47,659.0
43719,604096,63.7,0.0,11.4,8.0,0.0,15.9,0.0,75.0,2.49,667.0
43719,604099,64.0,0.0,12.0,8.0,0.0,14.0,0.0,75.0,2.48,676.0
43719,604100,64.0,0.0,12.0,7.0,0.0,16.0,0.0,76.0,2.51,693.0
43719,604101,64.0,0.0,12.0,6.0,0.0,16.0,0.0,76.0,2.48,689.0
43719,604103,67.68,0.0,11.11,6.06,0.0,13.13,2.02,71.0,2.44,595.0
43719,604104,72.5,0.0,6.2,8.5,0.0,12.8,0.0,71.0,2.41,627.0
43719,604105,71.86,0.0,1.1,5.49,8.58,12.77,0.2,73.0,2.49,540.0
43719,604106,73.0,0.0,9.0,6.0,0.0,12.0,0.0,72.0,2.4,683.0
43726,604360,73.83,0.0,0.0,0.0,11.19,14.99,0.0,77.3,2.51,587.0
43726,604361,73.97,0.0,0.0,0.0,9.81,14.81,0.0,76.5,2.5,576.0
43726,604364,69.73,0.0,0.0,0.0,13.99,14.59,0.0,79.7,2.56,590.0
43726,604370,71.6,0.0,0.0,0.0,12.1,14.5,0.0,77.9,2.51,579.0
43898,605268,80.0,0.0,0.0,0.0,0.0,20.0,0.0,61.0,2.38,489.0
44336,607499,65.0,0.0,0.0,0.0,0.0,35.0,0.0,60.8,2.49,470.0
44336,607501,75.0,0.0,0.0,0.0,12.5,12.5,0.0,79.0,2.5,588.0
44336,607502,65.0,0.0,0.0,0.0,17.5,17.5,0.0,87.1,2.61,623.0
44336,607503,65.0,0.0,0.0,0.0,22.5,12.5,0.0,84.9,2.59,562.0
44336,607504,65.0,0.0,0.0,0.0,12.5,22.5,0.0,79.8,2.56,564.0
44336,607505,55.0,0.0,0.0,0.0,22.5,22.5,0.0,87.3,2.66,596.0
44336,607506,55.0,0.0,0.0,0.0,27.5,17.5,0.0,91.4,2.68,591.0
44404,608115,63.87,0.0,11.38,7.98,0.0,15.47,0.95,75.0,2.47,645.0
44404,608116,62.87,0.0,10.93,8.48,0.0,16.37,1.0,78.0,2.48,628.0
44404,608117,64.4,0.0,10.5,8.3,0.0,16.0,0.6,73.0,2.46,633.0
44404,608118,64.29,0.0,10.48,8.28,0.0,15.96,0.8,74.0,2.47,631.0
44404,608119,64.0,0.0,11.0,8.3,0.0,15.9,0.6,74.0,2.47,640.0
44404,608120,64.27,0.0,7.98,10.48,0.1,12.48,3.99,74.0,2.48,606.0
44640,609649,53.86,0.0,0.0,0.0,21.77,22.65,0.0,76.8,2.66,548.0
44640,609650,40.39,13.46,0.0,0.0,21.77,22.65,0.0,81.0,2.64,515.0
44640,609651,26.93,26.93,0.0,0.0,21.77,22.65,0.0,83.6,2.63,509.0
44640,609652,13.46,40.39,0.0,0.0,21.77,22.65,0.0,81.1,2.59,504.0
44805,610188,69.0,0.0,0.0,0.0,0.0,31.0,0.0,60.0,2.39,490.0
44805,610189,63.1,0.0,5.5,0.0,0.0,31.4,0.0,63.7,2.4,520.0
44805,610190,58.64,0.0,10.59,0.0,0.0,30.77,0.0,67.9,2.42,549.0
44805,610191,51.3,0.0,15.8,0.0,0.0,32.9,0.0,70.0,2.43,601.0
44805,610192,47.9,0.0,21.0,0.0,0.0,31.1,0.0,72.5,2.43,665.0
44805,610194,53.2,0.0,5.5,0.0,0.0,41.3,0.0,64.2,2.47,481.0
44805,610195,52.3,0.0,10.6,0.0,0.0,37.1,0.0,66.8,2.44,535.0
44805,610196,51.3,0.0,15.8,0.0,0.0,32.9,0.0,70.0,2.43,601.0
44805,610198,42.4,0.0,15.7,0.0,0.0,41.9,0.0,69.8,2.46,562.0
44805,610199,48.1,0.0,15.9,0.0,0.0,36.0,0.0,69.6,2.45,584.0
44805,610200,51.15,0.0,15.85,0.0,0.0,33.0,0.0,70.0,2.43,601.0
44805,610201,58.5,0.0,15.9,0.0,0.0,25.6,0.0,70.9,2.4,618.0
44931,611836,50.0,0.0,18.0,12.0,0.0,18.0,0.0,82.2,2.56,690.0
44931,611837,50.0,0.0,18.0,12.0,0.0,18.0,0.0,82.2,2.56,690.0
44931,611843,70.0,15.0,0.0,0.0,0.0,15.0,0.0,80.9,2.4,580.0
44931,611845,60.0,20.0,0.0,0.0,5.0,15.0,0.0,83.6,2.49,583.0
44931,611846,60.0,20.0,0.0,0.0,0.0,15.0,5.0,83.7,2.49,542.0
44931,611847,60.0,20.0,0.0,5.0,0.0,15.0,0.0,79.9,2.39,574.0
44931,611848,60.0,20.0,0.0,0.0,0.0,20.0,0.0,83.2,2.51,562.0
44931,611849,60.0,25.0,0.0,0.0,0.0,15.0,0.0,77.5,2.41,523.0
44931,611854,63.0,0.0,0.0,7.0,8.0,10.0,12.0,69.9,2.52,481.0
44931,611855,75.0,0.0,0.0,0.0,15.0,10.0,0.0,71.0,2.49,539.0
44931,611858,60.0,10.0,10.0,0.0,0.0,20.0,0.0,69.6,2.47,590.0
44931,611859,60.0,20.0,0.0,5.0,0.0,0.0,15.0,65.6,2.39,572.0
44931,611860,60.0,20.0,0.0,0.0,0.0,0.0,20.0,74.4,2.42,674.0
44931,611861,69.0,2.0,2.0,6.0,7.0,14.0,0.0,75.2,2.47,555.0
